Brand,Model,RAM_GB,Storage_GB,Age_Months,Condition,Resale_Price
Apple,iPhone 17 Pro Max,12,512,48,Flawless,69865
Apple,iPhone 17 Pro Max,12,512,48,Minor Scratches,59835
Apple,iPhone 17 Pro Max,12,512,48,Cracked Screen,33089
Apple,iPhone 17 Pro Max,12,1024,1,Flawless,160021
Apple,iPhone 17 Pro Max,12,1024,1,Minor Scratches,136468
Apple,iPhone 17 Pro Max,12,1024,1,Cracked Screen,73659
Apple,iPhone 17 Pro Max,12,1024,3,Flawless,154419
Apple,iPhone 17 Pro Max,12,1024,3,Minor Scratches,131706
Apple,iPhone 17 Pro Max,12,1024,3,Cracked Screen,71138
Apple,iPhone 17 Pro Max,12,1024,6,Flawless,146389
Apple,iPhone 17 Pro Max,12,1024,6,Minor Scratches,124881
Apple,iPhone 17 Pro Max,12,1024,6,Cracked Screen,67525
Apple,iPhone 17 Pro Max,12,1024,9,Flawless,138785
Apple,iPhone 17 Pro Max,12,1024,9,Minor Scratches,118417
Apple,iPhone 17 Pro Max,12,1024,9,Cracked Screen,64103
Apple,iPhone 17 Pro Max,12,1024,12,Flawless,131583
Apple,iPhone 17 Pro Max,12,1024,12,Minor Scratches,112296
Apple,iPhone 17 Pro Max,12,1024,12,Cracked Screen,60862
Apple,iPhone 17 Pro Max,12,1024,18,Flawless,118306
Apple,iPhone 17 Pro Max,12,1024,18,Minor Scratches,101010
Apple,iPhone 17 Pro Max,12,1024,18,Cracked Screen,54888
Apple,iPhone 17 Pro Max,12,1024,24,Flawless,106400
Apple,iPhone 17 Pro Max,12,1024,24,Minor Scratches,90890
Apple,iPhone 17 Pro Max,12,1024,24,Cracked Screen,49530
Apple,iPhone 17 Pro Max,12,1024,30,Flawless,95724
Apple,iPhone 17 Pro Max,12,1024,30,Minor Scratches,81815
Apple,iPhone 17 Pro Max,12,1024,30,Cracked Screen,44725
Apple,iPhone 17 Pro Max,12,1024,36,Flawless,86149
Apple,iPhone 17 Pro Max,12,1024,36,Minor Scratches,73677
Apple,iPhone 17 Pro Max,12,1024,36,Cracked Screen,40417
Apple,iPhone 17 Pro Max,12,1024,42,Flawless,77564
Apple,iPhone 17 Pro Max,12,1024,42,Minor Scratches,66379
Apple,iPhone 17 Pro Max,12,1024,42,Cracked Screen,36553
Apple,iPhone 17 Pro Max,12,1024,48,Flawless,69865
Apple,iPhone 17 Pro Max,12,1024,48,Minor Scratches,59835
Apple,iPhone 17 Pro Max,12,1024,48,Cracked Screen,33089
Apple,iPhone 17 Pro Max,16,256,1,Flawless,160021
Apple,iPhone 17 Pro Max,16,256,1,Minor Scratches,136468
Apple,iPhone 17 Pro Max,16,256,1,Cracked Screen,73659
Apple,iPhone 17 Pro Max,16,256,3,Flawless,154419
Apple,iPhone 17 Pro Max,16,256,3,Minor Scratches,131706
Apple,iPhone 17 Pro Max,16,256,3,Cracked Screen,71138
Apple,iPhone 17 Pro Max,16,256,6,Flawless,146389
Apple,iPhone 17 Pro Max,16,256,6,Minor Scratches,124881
Apple,iPhone 17 Pro Max,16,256,6,Cracked Screen,67525
Apple,iPhone 17 Pro Max,16,256,9,Flawless,138785
Apple,iPhone 17 Pro Max,16,256,9,Minor Scratches,118417
Apple,iPhone 17 Pro Max,16,256,9,Cracked Screen,64103
Apple,iPhone 17 Pro Max,16,256,12,Flawless,131583
Apple,iPhone 17 Pro Max,16,256,12,Minor Scratches,112296
Apple,iPhone 17 Pro Max,16,256,12,Cracked Screen,60862
Apple,iPhone 17 Pro Max,16,256,18,Flawless,118306
Apple,iPhone 17 Pro Max,16,256,18,Minor Scratches,101010
Apple,iPhone 17 Pro Max,16,256,18,Cracked Screen,54888
Apple,iPhone 17 Pro Max,16,256,24,Flawless,106400
Apple,iPhone 17 Pro Max,16,256,24,Minor Scratches,90890
Apple,iPhone 17 Pro Max,16,256,24,Cracked Screen,49530
Apple,iPhone 17 Pro Max,16,256,30,Flawless,95724
Apple,iPhone 17 Pro Max,16,256,30,Minor Scratches,81815
Apple,iPhone 17 Pro Max,16,256,30,Cracked Screen,44725
Apple,iPhone 17 Pro Max,16,256,36,Flawless,86149
Apple,iPhone 17 Pro Max,16,256,36,Minor Scratches,73677
Apple,iPhone 17 Pro Max,16,256,36,Cracked Screen,40417
Apple,iPhone 17 Pro Max,16,256,42,Flawless,77564
Apple,iPhone 17 Pro Max,16,256,42,Minor Scratches,66379
Apple,iPhone 17 Pro Max,16,256,42,Cracked Screen,36553
Apple,iPhone 17 Pro Max,16,256,48,Flawless,69865
Apple,iPhone 17 Pro Max,16,256,48,Minor Scratches,59835
Apple,iPhone 17 Pro Max,16,256,48,Cracked Screen,33089
Apple,iPhone 17 Pro Max,16,512,1,Flawless,160021
Apple,iPhone 17 Pro Max,16,512,1,Minor Scratches,136468
Apple,iPhone 17 Pro Max,16,512,1,Cracked Screen,73659
Apple,iPhone 17 Pro Max,16,512,3,Flawless,154419
Apple,iPhone 17 Pro Max,16,512,3,Minor Scratches,131706
Apple,iPhone 17 Pro Max,16,512,3,Cracked Screen,71138
Apple,iPhone 17 Pro Max,16,512,6,Flawless,146389
Apple,iPhone 17 Pro Max,16,512,6,Minor Scratches,124881
Apple,iPhone 17 Pro Max,16,512,6,Cracked Screen,67525
Apple,iPhone 17 Pro Max,16,512,9,Flawless,138785
Apple,iPhone 17 Pro Max,16,512,9,Minor Scratches,118417
Apple,iPhone 17 Pro Max,16,512,9,Cracked Screen,64103
Apple,iPhone 17 Pro Max,16,512,12,Flawless,131583
Apple,iPhone 17 Pro Max,16,512,12,Minor Scratches,112296
Apple,iPhone 17 Pro Max,16,512,12,Cracked Screen,60862
Apple,iPhone 17 Pro Max,16,512,18,Flawless,118306
Apple,iPhone 17 Pro Max,16,512,18,Minor Scratches,101010
Apple,iPhone 17 Pro Max,16,512,18,Cracked Screen,54888
Apple,iPhone 17 Pro Max,16,512,24,Flawless,106400
Apple,iPhone 17 Pro Max,16,512,24,Minor Scratches,90890
Apple,iPhone 17 Pro Max,16,512,24,Cracked Screen,49530
Apple,iPhone 17 Pro Max,16,512,30,Flawless,95724
Apple,iPhone 17 Pro Max,16,512,30,Minor Scratches,81815
Apple,iPhone 17 Pro Max,16,512,30,Cracked Screen,44725
Apple,iPhone 17 Pro Max,16,512,36,Flawless,86149
Apple,iPhone 17 Pro Max,16,512,36,Minor Scratches,73677
Apple,iPhone 17 Pro Max,16,512,36,Cracked Screen,40417
Apple,iPhone 17 Pro Max,16,512,42,Flawless,77564
Apple,iPhone 17 Pro Max,16,512,42,Minor Scratches,66379
Apple,iPhone 17 Pro Max,16,512,42,Cracked Screen,36553
Apple,iPhone 17 Pro Max,16,512,48,Flawless,69865
Apple,iPhone 17 Pro Max,16,512,48,Minor Scratches,59835
Apple,iPhone 17 Pro Max,16,512,48,Cracked Screen,33089
Apple,iPhone 17 Pro Max,16,1024,1,Flawless,160021
Apple,iPhone 17 Pro Max,16,1024,1,Minor Scratches,136468
Apple,iPhone 17 Pro Max,16,1024,1,Cracked Screen,73659
Apple,iPhone 17 Pro Max,16,1024,3,Flawless,154419
Apple,iPhone 17 Pro Max,16,1024,3,Minor Scratches,131706
Apple,iPhone 17 Pro Max,16,1024,3,Cracked Screen,71138
Apple,iPhone 17 Pro Max,16,1024,6,Flawless,146389
Apple,iPhone 17 Pro Max,16,1024,6,Minor Scratches,124881
Apple,iPhone 17 Pro Max,16,1024,6,Cracked Screen,67525
Apple,iPhone 17 Pro Max,16,1024,9,Flawless,138785
Apple,iPhone 17 Pro Max,16,1024,9,Minor Scratches,118417
Apple,iPhone 17 Pro Max,16,1024,9,Cracked Screen,64103
Apple,iPhone 17 Pro Max,16,1024,12,Flawless,131583
Apple,iPhone 17 Pro Max,16,1024,12,Minor Scratches,112296
Apple,iPhone 17 Pro Max,16,1024,12,Cracked Screen,60862
Apple,iPhone 17 Pro Max,16,1024,18,Flawless,118306
Apple,iPhone 17 Pro Max,16,1024,18,Minor Scratches,101010
Apple,iPhone 17 Pro Max,16,1024,18,Cracked Screen,54888
Apple,iPhone 17 Pro Max,16,1024,24,Flawless,106400
Apple,iPhone 17 Pro Max,16,1024,24,Minor Scratches,90890
Apple,iPhone 17 Pro Max,16,1024,24,Cracked Screen,49530
Apple,iPhone 17 Pro Max,16,1024,30,Flawless,95724
Apple,iPhone 17 Pro Max,16,1024,30,Minor Scratches,81815
Apple,iPhone 17 Pro Max,16,1024,30,Cracked Screen,44725
Apple,iPhone 17 Pro Max,16,1024,36,Flawless,86149
Apple,iPhone 17 Pro Max,16,1024,36,Minor Scratches,73677
Apple,iPhone 17 Pro Max,16,1024,36,Cracked Screen,40417
Apple,iPhone 17 Pro Max,16,1024,42,Flawless,77564
Apple,iPhone 17 Pro Max,16,1024,42,Minor Scratches,66379
Apple,iPhone 17 Pro Max,16,1024,42,Cracked Screen,36553
Apple,iPhone 17 Pro Max,16,1024,48,Flawless,69865
Apple,iPhone 17 Pro Max,16,1024,48,Minor Scratches,59835
Apple,iPhone 17 Pro Max,16,1024,48,Cracked Screen,33089
Apple,iPhone 17 Pro,8,128,1,Flawless,132471
Apple,iPhone 17 Pro,8,128,1,Minor Scratches,112601
Apple,iPhone 17 Pro,8,128,1,Cracked Screen,59612
Apple,iPhone 17 Pro,8,128,3,Flawless,127745
Apple,iPhone 17 Pro,8,128,3,Minor Scratches,108583
Apple,iPhone 17 Pro,8,128,3,Cracked Screen,57485
Apple,iPhone 17 Pro,8,128,6,Flawless,120970
Apple,iPhone 17 Pro,8,128,6,Minor Scratches,102825
Apple,iPhone 17 Pro,8,128,6,Cracked Screen,54436
Apple,iPhone 17 Pro,8,128,9,Flawless,114555
Apple,iPhone 17 Pro,8,128,9,Minor Scratches,97372
Apple,iPhone 17 Pro,8,128,9,Cracked Screen,51549
Apple,iPhone 17 Pro,8,128,12,Flawless,108480
Apple,iPhone 17 Pro,8,128,12,Minor Scratches,92208
Apple,iPhone 17 Pro,8,128,12,Cracked Screen,48816
Apple,iPhone 17 Pro,8,128,18,Flawless,97278
Apple,iPhone 17 Pro,8,128,18,Minor Scratches,82687
Apple,iPhone 17 Pro,8,128,18,Cracked Screen,43775
Apple,iPhone 17 Pro,8,128,24,Flawless,87234
Apple,iPhone 17 Pro,8,128,24,Minor Scratches,74149
Apple,iPhone 17 Pro,8,128,24,Cracked Screen,39255
Apple,iPhone 17 Pro,8,128,30,Flawless,78226
Apple,iPhone 17 Pro,8,128,30,Minor Scratches,66492
Apple,iPhone 17 Pro,8,128,30,Cracked Screen,35202
Apple,iPhone 17 Pro,8,128,36,Flawless,70149
Apple,iPhone 17 Pro,8,128,36,Minor Scratches,59627
Apple,iPhone 17 Pro,8,128,36,Cracked Screen,31567
Apple,iPhone 17 Pro,8,128,42,Flawless,62906
Apple,iPhone 17 Pro,8,128,42,Minor Scratches,53470
Apple,iPhone 17 Pro,8,128,42,Cracked Screen,28307
Apple,iPhone 17 Pro,8,128,48,Flawless,56410
Apple,iPhone 17 Pro,8,128,48,Minor Scratches,47949
Apple,iPhone 17 Pro,8,128,48,Cracked Screen,25384
Apple,iPhone 17 Pro,8,256,1,Flawless,134471
Apple,iPhone 17 Pro,8,256,1,Minor Scratches,114601
Apple,iPhone 17 Pro,8,256,1,Cracked Screen,61612
Apple,iPhone 17 Pro,8,256,3,Flawless,129745
Apple,iPhone 17 Pro,8,256,3,Minor Scratches,110583
Apple,iPhone 17 Pro,8,256,3,Cracked Screen,59485
Apple,iPhone 17 Pro,8,256,6,Flawless,122970
Apple,iPhone 17 Pro,8,256,6,Minor Scratches,104825
Apple,iPhone 17 Pro,8,256,6,Cracked Screen,56436
Apple,iPhone 17 Pro,8,256,9,Flawless,116555
Apple,iPhone 17 Pro,8,256,9,Minor Scratches,99372
Apple,iPhone 17 Pro,8,256,9,Cracked Screen,53549
Apple,iPhone 17 Pro,8,256,12,Flawless,110480
Apple,iPhone 17 Pro,8,256,12,Minor Scratches,94208
Apple,iPhone 17 Pro,8,256,12,Cracked Screen,50816
Apple,iPhone 17 Pro,8,256,18,Flawless,99278
Apple,iPhone 17 Pro,8,256,18,Minor Scratches,84687
Apple,iPhone 17 Pro,8,256,18,Cracked Screen,45775
Apple,iPhone 17 Pro,8,256,24,Flawless,89234
Apple,iPhone 17 Pro,8,256,24,Minor Scratches,76149
Apple,iPhone 17 Pro,8,256,24,Cracked Screen,41255
Apple,iPhone 17 Pro,8,256,30,Flawless,80226
Apple,iPhone 17 Pro,8,256,30,Minor Scratches,68492
Apple,iPhone 17 Pro,8,256,30,Cracked Screen,37202
Apple,iPhone 17 Pro,8,256,36,Flawless,72149
Apple,iPhone 17 Pro,8,256,36,Minor Scratches,61627
Apple,iPhone 17 Pro,8,256,36,Cracked Screen,33567
Apple,iPhone 17 Pro,8,256,42,Flawless,64906
Apple,iPhone 17 Pro,8,256,42,Minor Scratches,55470
Apple,iPhone 17 Pro,8,256,42,Cracked Screen,30307
Apple,iPhone 17 Pro,8,256,48,Flawless,58410
Apple,iPhone 17 Pro,8,256,48,Minor Scratches,49949
Apple,iPhone 17 Pro,8,256,48,Cracked Screen,27384
Apple,iPhone 17 Pro,8,512,1,Flawless,134471
Apple,iPhone 17 Pro,8,512,1,Minor Scratches,114601
Apple,iPhone 17 Pro,8,512,1,Cracked Screen,61612
Apple,iPhone 17 Pro,8,512,3,Flawless,129745
Apple,iPhone 17 Pro,8,512,3,Minor Scratches,110583
Apple,iPhone 17 Pro,8,512,3,Cracked Screen,59485
Apple,iPhone 17 Pro,8,512,6,Flawless,122970
Apple,iPhone 17 Pro,8,512,6,Minor Scratches,104825
Apple,iPhone 17 Pro,8,512,6,Cracked Screen,56436
Apple,iPhone 17 Pro,8,512,9,Flawless,116555
Apple,iPhone 17 Pro,8,512,9,Minor Scratches,99372
Apple,iPhone 17 Pro,8,512,9,Cracked Screen,53549
Apple,iPhone 17 Pro,8,512,12,Flawless,110480
Apple,iPhone 17 Pro,8,512,12,Minor Scratches,94208
Apple,iPhone 17 Pro,8,512,12,Cracked Screen,50816
Apple,iPhone 17 Pro,8,512,18,Flawless,99278
Apple,iPhone 17 Pro,8,512,18,Minor Scratches,84687
Apple,iPhone 17 Pro,8,512,18,Cracked Screen,45775
Apple,iPhone 17 Pro,8,512,24,Flawless,89234
Apple,iPhone 17 Pro,8,512,24,Minor Scratches,76149
Apple,iPhone 17 Pro,8,512,24,Cracked Screen,41255
Apple,iPhone 17 Pro,8,512,30,Flawless,80226
Apple,iPhone 17 Pro,8,512,30,Minor Scratches,68492
Apple,iPhone 17 Pro,8,512,30,Cracked Screen,37202
Apple,iPhone 17 Pro,8,512,36,Flawless,72149
Apple,iPhone 17 Pro,8,512,36,Minor Scratches,61627
Apple,iPhone 17 Pro,8,512,36,Cracked Screen,33567
Apple,iPhone 17 Pro,8,512,42,Flawless,64906
Apple,iPhone 17 Pro,8,512,42,Minor Scratches,55470
Apple,iPhone 17 Pro,8,512,42,Cracked Screen,30307
Apple,iPhone 17 Pro,8,512,48,Flawless,58410
Apple,iPhone 17 Pro,8,512,48,Minor Scratches,49949
Apple,iPhone 17 Pro,8,512,48,Cracked Screen,27384
Apple,iPhone 17 Pro,12,128,1,Flawless,133471
Apple,iPhone 17 Pro,12,128,1,Minor Scratches,113601
Apple,iPhone 17 Pro,12,128,1,Cracked Screen,60612
Apple,iPhone 17 Pro,12,128,3,Flawless,128745
Apple,iPhone 17 Pro,12,128,3,Minor Scratches,109583
Apple,iPhone 17 Pro,12,128,3,Cracked Screen,58485
Apple,iPhone 17 Pro,12,128,6,Flawless,121970
Apple,iPhone 17 Pro,12,128,6,Minor Scratches,103825
Apple,iPhone 17 Pro,12,128,6,Cracked Screen,55436
Apple,iPhone 17 Pro,12,128,9,Flawless,115555
Apple,iPhone 17 Pro,12,128,9,Minor Scratches,98372
Apple,iPhone 17 Pro,12,128,9,Cracked Screen,52549
Apple,iPhone 17 Pro,12,128,12,Flawless,109480
Apple,iPhone 17 Pro,12,128,12,Minor Scratches,93208
Apple,iPhone 17 Pro,12,128,12,Cracked Screen,49816
Apple,iPhone 17 Pro,12,128,18,Flawless,98278
Apple,iPhone 17 Pro,12,128,18,Minor Scratches,83687
Apple,iPhone 17 Pro,12,128,18,Cracked Screen,44775
Apple,iPhone 17 Pro,12,128,24,Flawless,88234
Apple,iPhone 17 Pro,12,128,24,Minor Scratches,75149
Apple,iPhone 17 Pro,12,128,24,Cracked Screen,40255
Apple,iPhone 17 Pro,12,128,30,Flawless,79226
Apple,iPhone 17 Pro,12,128,30,Minor Scratches,67492
Apple,iPhone 17 Pro,12,128,30,Cracked Screen,36202
Apple,iPhone 17 Pro,12,128,36,Flawless,71149
Apple,iPhone 17 Pro,12,128,36,Minor Scratches,60627
Apple,iPhone 17 Pro,12,128,36,Cracked Screen,32567
Apple,iPhone 17 Pro,12,128,42,Flawless,63906
Apple,iPhone 17 Pro,12,128,42,Minor Scratches,54470
Apple,iPhone 17 Pro,12,128,42,Cracked Screen,29307
Apple,iPhone 17 Pro,12,128,48,Flawless,57410
Apple,iPhone 17 Pro,12,128,48,Minor Scratches,48949
Apple,iPhone 17 Pro,12,128,48,Cracked Screen,26384
Apple,iPhone 17 Pro,12,256,1,Flawless,135471
Apple,iPhone 17 Pro,12,256,1,Minor Scratches,115601
Apple,iPhone 17 Pro,12,256,1,Cracked Screen,62612
Apple,iPhone 17 Pro,12,256,3,Flawless,130745
Apple,iPhone 17 Pro,12,256,3,Minor Scratches,111583
Apple,iPhone 17 Pro,12,256,3,Cracked Screen,60485
Apple,iPhone 17 Pro,12,256,6,Flawless,123970
Apple,iPhone 17 Pro,12,256,6,Minor Scratches,105825
Apple,iPhone 17 Pro,12,256,6,Cracked Screen,57436
Apple,iPhone 17 Pro,12,256,9,Flawless,117555
Apple,iPhone 17 Pro,12,256,9,Minor Scratches,100372
Apple,iPhone 17 Pro,12,256,9,Cracked Screen,54549
Apple,iPhone 17 Pro,12,256,12,Flawless,111480
Apple,iPhone 17 Pro,12,256,12,Minor Scratches,95208
Apple,iPhone 17 Pro,12,256,12,Cracked Screen,51816
Apple,iPhone 17 Pro,12,256,18,Flawless,100278
Apple,iPhone 17 Pro,12,256,18,Minor Scratches,85687
Apple,iPhone 17 Pro,12,256,18,Cracked Screen,46775
Apple,iPhone 17 Pro,12,256,24,Flawless,90234
Apple,iPhone 17 Pro,12,256,24,Minor Scratches,77149
Apple,iPhone 17 Pro,12,256,24,Cracked Screen,42255
Apple,iPhone 17 Pro,12,256,30,Flawless,81226
Apple,iPhone 17 Pro,12,256,30,Minor Scratches,69492
Apple,iPhone 17 Pro,12,256,30,Cracked Screen,38202
Apple,iPhone 17 Pro,12,256,36,Flawless,73149
Apple,iPhone 17 Pro,12,256,36,Minor Scratches,62627
Apple,iPhone 17 Pro,12,256,36,Cracked Screen,34567
Apple,iPhone 17 Pro,12,256,42,Flawless,65906
Apple,iPhone 17 Pro,12,256,42,Minor Scratches,56470
Apple,iPhone 17 Pro,12,256,42,Cracked Screen,31307
Apple,iPhone 17 Pro,12,256,48,Flawless,59410
Apple,iPhone 17 Pro,12,256,48,Minor Scratches,50949
Apple,iPhone 17 Pro,12,256,48,Cracked Screen,28384
Apple,iPhone 17 Pro,12,512,1,Flawless,135471
Apple,iPhone 17 Pro,12,512,1,Minor Scratches,115601
Apple,iPhone 17 Pro,12,512,1,Cracked Screen,62612
Apple,iPhone 17 Pro,12,512,3,Flawless,130745
Apple,iPhone 17 Pro,12,512,3,Minor Scratches,111583
Apple,iPhone 17 Pro,12,512,3,Cracked Screen,60485
Apple,iPhone 17 Pro,12,512,6,Flawless,123970
Apple,iPhone 17 Pro,12,512,6,Minor Scratches,105825
Apple,iPhone 17 Pro,12,512,6,Cracked Screen,57436
Apple,iPhone 17 Pro,12,512,9,Flawless,117555
Apple,iPhone 17 Pro,12,512,9,Minor Scratches,100372
Apple,iPhone 17 Pro,12,512,9,Cracked Screen,54549
Apple,iPhone 17 Pro,12,512,12,Flawless,111480
Apple,iPhone 17 Pro,12,512,12,Minor Scratches,95208
Apple,iPhone 17 Pro,12,512,12,Cracked Screen,51816
Apple,iPhone 17 Pro,12,512,18,Flawless,100278
Apple,iPhone 17 Pro,12,512,18,Minor Scratches,85687
Apple,iPhone 17 Pro,12,512,18,Cracked Screen,46775
Apple,iPhone 17 Pro,12,512,24,Flawless,90234
Apple,iPhone 17 Pro,12,512,24,Minor Scratches,77149
Apple,iPhone 17 Pro,12,512,24,Cracked Screen,42255
Apple,iPhone 17 Pro,12,512,30,Flawless,81226
Apple,iPhone 17 Pro,12,512,30,Minor Scratches,69492
Apple,iPhone 17 Pro,12,512,30,Cracked Screen,38202
Apple,iPhone 17 Pro,12,512,36,Flawless,73149
Apple,iPhone 17 Pro,12,512,36,Minor Scratches,62627
Apple,iPhone 17 Pro,12,512,36,Cracked Screen,34567
Apple,iPhone 17 Pro,12,512,42,Flawless,65906
Apple,iPhone 17 Pro,12,512,42,Minor Scratches,56470
Apple,iPhone 17 Pro,12,512,42,Cracked Screen,31307
Apple,iPhone 17 Pro,12,512,48,Flawless,59410
Apple,iPhone 17 Pro,12,512,48,Minor Scratches,50949
Apple,iPhone 17 Pro,12,512,48,Cracked Screen,28384
Apple,iPhone 17,6,64,1,Flawless,78461
Apple,iPhone 17,6,64,1,Minor Scratches,66692
Apple,iPhone 17,6,64,1,Cracked Screen,35307
Apple,iPhone 17,6,64,3,Flawless,75662
Apple,iPhone 17,6,64,3,Minor Scratches,64313
Apple,iPhone 17,6,64,3,Cracked Screen,34048
Apple,iPhone 17,6,64,6,Flawless,71649
Apple,iPhone 17,6,64,6,Minor Scratches,60902
Apple,iPhone 17,6,64,6,Cracked Screen,32242
Apple,iPhone 17,6,64,9,Flawless,67850
Apple,iPhone 17,6,64,9,Minor Scratches,57672
Apple,iPhone 17,6,64,9,Cracked Screen,30532
Apple,iPhone 17,6,64,12,Flawless,64251
Apple,iPhone 17,6,64,12,Minor Scratches,54613
Apple,iPhone 17,6,64,12,Cracked Screen,28913
Apple,iPhone 17,6,64,18,Flawless,57617
Apple,iPhone 17,6,64,18,Minor Scratches,48974
Apple,iPhone 17,6,64,18,Cracked Screen,25927
Apple,iPhone 17,6,64,24,Flawless,51668
Apple,iPhone 17,6,64,24,Minor Scratches,43917
Apple,iPhone 17,6,64,24,Cracked Screen,23250
Apple,iPhone 17,6,64,30,Flawless,46333
Apple,iPhone 17,6,64,30,Minor Scratches,39383
Apple,iPhone 17,6,64,30,Cracked Screen,20849
Apple,iPhone 17,6,64,36,Flawless,41548
Apple,iPhone 17,6,64,36,Minor Scratches,35316
Apple,iPhone 17,6,64,36,Cracked Screen,18697
Apple,iPhone 17,6,64,42,Flawless,37258
Apple,iPhone 17,6,64,42,Minor Scratches,31670
Apple,iPhone 17,6,64,42,Cracked Screen,16766
Apple,iPhone 17,6,64,48,Flawless,33411
Apple,iPhone 17,6,64,48,Minor Scratches,28399
Apple,iPhone 17,6,64,48,Cracked Screen,15035
Apple,iPhone 17,6,128,1,Flawless,78461
Apple,iPhone 17,6,128,1,Minor Scratches,66692
Apple,iPhone 17,6,128,1,Cracked Screen,35307
Apple,iPhone 17,6,128,3,Flawless,75662
Apple,iPhone 17,6,128,3,Minor Scratches,64313
Apple,iPhone 17,6,128,3,Cracked Screen,34048
Apple,iPhone 17,6,128,6,Flawless,71649
Apple,iPhone 17,6,128,6,Minor Scratches,60902
Apple,iPhone 17,6,128,6,Cracked Screen,32242
Apple,iPhone 17,6,128,9,Flawless,67850
